ProductId,CanonicalName,BrandMode,Count,PriceMedian,PriceMin,PriceMax,NegFlagRate,RepresentativeTitle,RepresentativeLink,BlockKey,Embedder,ProductThreshold
272,lotto giochi ps4 playstation testati funzionanti imperdibili new sealed,No brand,5,79.45,47.95,105.6,1.0,Lotto giochi PS4,https://www.vinted.it/items/8117583526-lotto-giochi-ps4?referrer=catalog,no brand__toks__lotto-giochi,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
641,playstation slim completa 500gb joystick ps4 novo comando jogo read,Sony,5,106.65,105.7,147.7,0.0,Playstation 4 slim completa,https://www.vinted.it/items/8107231664-playstation-4-slim-completa-funzionante-perfette-condizioni-500-gb?referrer=catalog,sony__toks__playstation-slim,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
499,play station,PlayStation,5,137.2,95.2,210.7,0.0,Play station 4,https://www.vinted.it/items/8106230040-play-station-4?referrer=catalog,playstation__toks__play-station,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
263,little nightmares iii premium spiral edition ps5 neuf ps4,No brand,4,44.8,42.7,210.6,0.0,Little Nightmares 1 e 2 ps4,https://www.vinted.it/items/8114850885-little-nightmares-1-e-2-ps4?referrer=catalog,no brand__toks__little-nightmares,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
349,resident evil ps4 nuovo italiano blister sous boitier fors neuf,No brand,4,47.95,42.7,53.2,0.0,Resident evil 4 ps4,https://www.vinted.it/items/8089542955-resident-evil-4-ps4?referrer=catalog,no brand__toks__resident-evil,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
160,dark souls trilogy ps4 ita sigillato apocalypse edition neuf,No brand,4,53.2,47.85,74.2,0.0,Dark souls trilogy Ps4,https://www.vinted.it/items/8108651783-dark-souls-trilogy-ps4?referrer=catalog,no brand__toks__dark-souls,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
27,volante hori racing wheel apex rwa ps4 per pc pedali,Hori,4,55.825,42.7,84.7,0.0,Volante hori racing wheel apex(RWA) per ps4/pc + pedali,https://www.vinted.it/items/8098042118-volante-hori-racing-wheel-apexrwa-per-ps4pc-pedali?referrer=catalog,hori__toks__volante-hori,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
678,t80 volante thrustmaster ps4 ps5 volant trusmaster pedale ferrari,Thrustmaster,4,58.45,47.95,95.2,0.0,volante  thrustmaster t80,https://www.vinted.it/items/8095080086-volante-thrustmaster-t80?referrer=catalog,thrustmaster__codes__t80,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
102,assassin creed edition steelbook origins jeu non inclus ps4 collector,No brand,4,62.120000000000005,51.1,131.95,0.0,Assassin's Creed syndacate steelbook edition ps4,https://www.vinted.it/items/8116725831-assassins-creed-syndacate-steelbook-edition-ps4?referrer=catalog,no brand__toks__assassin-creed,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
286,metal gear solid collection the vol master fr ps5 definitive,No brand,4,66.325,47.95,158.2,0.0,Metal Gear Solid Vol.1 Master Collection FR PS5,https://www.vinted.it/items/8099319805-metal-gear-solid-vol1-master-collection-fr-ps5?referrer=catalog,no brand__toks__metal-gear,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
202,giochi playstation,No brand,4,79.45,42.7,116.2,0.0,Giochi playstation 4,https://www.vinted.it/items/8122976434-giochi-playstation-4?referrer=catalog,no brand__toks__giochi-playstation,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
233,jeu ps4 neuf sous blister atelier ryza lydie suelle sophie,No brand,4,82.075,68.95,95.2,0.0,Jeu PS4 Atelier Lydie & Suelle - Neuf sous blister,https://www.vinted.it/items/8122259901-jeu-ps4-atelier-lydie-suelle-neuf-sous-blister?referrer=catalog,no brand__toks__jeu-ps4,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
661,sony playstation slim joystick tb controller console memory card usata,Sony,4,105.7,52.15,368.2,0.0,Sony PlayStation 4 Slim 1 TB + 2 Controller,https://www.vinted.it/items/8123805868-sony-playstation-4-slim-1-tb-2-controller?referrer=catalog,sony__toks__sony-playstation,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
673,thrustmaster t150 volant pro voltante con pedaliera rs racing retour,Thrustmaster,4,124.07499999999999,74.2,231.7,0.0,Volant Thrustmaster T150 pro,https://www.vinted.it/items/8108022445-volant-thrustmaster-t150-pro?referrer=catalog,thrustmaster__codes__t150,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
484,je vends ma playstation et car ne en sers plus,PlayStation,4,158.2,158.2,158.2,0.0,Je vends ma Playstation 4 avec une manette et des jeux,https://www.vinted.it/items/8106974445-je-vends-ma-playstation-4-avec-une-manette-et-des-jeux?referrer=catalog,playstation__toks__je-vends,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
656,ps4 pro terabyte 1to comme neuve,Sony,4,184.45,158.2,315.7,0.0,Ps4 PRO,https://www.vinted.it/items/8104991259-ps4-pro?referrer=catalog,sony__toks__ps4-pro,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
518,playstation pro 1tb come nuova,PlayStation,4,187.075,158.1,210.7,0.0,PlayStation 4 Pro,https://www.vinted.it/items/8116470273-playstation-4-pro?referrer=catalog,playstation__toks__playstation-pro,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
351,resident evil edition nuevo precintado origins collection capcom village edicion,No brand,4,210.65,42.7,473.2,0.0,Resident Evil Origins Collection E Capcom Edition,https://www.vinted.it/items/8098871835-resident-evil-origins-collection-e-capcom-edition?referrer=catalog,no brand__toks__resident-evil,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
231,jeu ps4 neo geo edition pix love scelle and neuf,No brand,4,221.2,200.2,242.2,0.0,Jeu ps4 Neo Geo the last blade 2 édition pix and love neuf scellé,https://www.vinted.it/items/8122726917-jeu-ps4-neo-geo-the-last-blade-2-edition-pix-and-love-neuf-scelle?referrer=catalog,no brand__toks__jeu-ps4,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
375,spider man ps4 edition game of the year nuovo sigillato,No brand,3,42.7,42.7,42.7,0.0,Spider-Man PS4 Edition Game of the Year Nuovo Sigillato Copertina Francese,https://www.vinted.it/items/8096753649-spider-man-ps4-edition-game-of-the-year-nuovo-sigillato-copertina-francese?referrer=catalog,no brand__toks__spider-man,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
348,red redemption dead ps4 brand new sealed game of the,No brand,3,47.94,42.7,73.15,0.0,Red Dead Redemption 2 PS4 - Brand New Sealed,https://www.vinted.it/items/8122662479-red-dead-redemption-2-ps4-brand-new-sealed?referrer=catalog,no brand__toks__red-dead,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
87,ps4 25 jeu jeux euro piece,No brand,3,47.95,47.95,53.2,0.0,Jeu ps4 25,https://www.vinted.it/items/8098370220-jeu-ps4-25?referrer=catalog,no brand__codes__25,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
281,mass effect legendary edition ps4 andromeda,No brand,3,47.95,42.7,105.7,0.0,Mass Effect - Legendary Edition PS4,https://www.vinted.it/items/8097368919-mass-effect-legendary-edition-ps4?referrer=catalog,no brand__toks__mass-effect,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
94,fc26 ps4 jeu gioco,No brand,3,53.19,42.7,53.2,0.0,Gioco FC26 x PS4,https://www.vinted.it/items/8089544379-gioco-fc26-x-ps4?referrer=catalog,no brand__codes__fc26,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
132,call of duty warfare modern infinite edition legacy pro ps4,No brand,3,53.2,47.95,105.7,0.0,call of duty modern warfare 3,https://www.vinted.it/items/8100347748-call-of-duty-modern-warfare-3?referrer=catalog,no brand__toks__call-of,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
232,jeu ps4 star wars assassin creed valhalla,No brand,3,53.2,53.2,209.65,0.0,jeu ps4,https://www.vinted.it/items/8116346280-jeu-ps4?referrer=catalog,no brand__toks__jeu-ps4,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
255,kingdom hearts all in one package ps4 nuovo,No brand,3,53.2,53.2,58.45,0.0,Kingdom Hearts All in One Package,https://www.vinted.it/items/8121842231-kingdom-hearts-all-in-one-package?referrer=catalog,no brand__toks__kingdom-hearts,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
268,lot jeux pour console playstation neuf ps4,No brand,3,53.2,44.8,74.2,0.0,Lot 4 jeux,https://www.vinted.it/items/8095572256-lot-4-jeux?referrer=catalog,no brand__toks__lot-jeux,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
290,metro exodus aurora edition ps4 limitee steelbook limited,No brand,3,53.2,47.95,63.7,0.0,Metro Exodus Aurora Limited Edition,https://www.vinted.it/items/8117839677-metro-exodus-aurora-limited-edition?referrer=catalog,no brand__toks__metro-exodus,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
333,ps4 playstation,No brand,3,53.2,42.7,53.2,0.0,PS4 PlayStation 4,https://www.vinted.it/items/8121042945-ps4-playstation-4-4-giochi-nuovi-play-station-bari?referrer=catalog,no brand__toks__ps4-playstation,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
475,controller ps4,PlayStation,3,53.2,42.7,58.45,0.0,Controller PS4,https://www.vinted.it/items/8105881519-controller-ps4?referrer=catalog,playstation__toks__controller-ps4,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
73,10 ps4 lotto di giochi per jogos unidades lot jeux,No brand,3,79.69,53.2,126.7,0.3333333333333333,Jogos ps4 10 unidades,https://www.vinted.it/items/8111540011-jogos-ps4-10-unidades?referrer=catalog,no brand__codes__10,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
150,conjunto jogos ps4 para,No brand,3,105.7,64.75,105.7,0.0,Conjunto jogos ps4,https://www.vinted.it/items/8105562330-conjunto-jogos-ps4?referrer=catalog,no brand__toks__conjunto-jogos,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
635,playstation,Sony,3,105.7,79.45,404.95,0.0,Playstation 4,https://www.vinted.it/items/8123692924-playstation-4?referrer=catalog,sony__toks__playstation,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
139,castlevania advance collection ps4 nuevo,No brand,3,116.2,42.7,116.2,0.0,Castlevania Advance Collection Ps4,https://www.vinted.it/items/8114376835-castlevania-advance-collection-ps4?referrer=catalog,no brand__toks__castlevania-advance,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
460,playstation avec manette 500 go et garantie an,PlayStation,3,126.7,126.7,126.7,0.0,PlayStation 4 avec 2 manette 500 go et garantie 1 an,https://www.vinted.it/items/8100883925-playstation-4-avec-2-manette-500-go-et-garantie-1-an?referrer=catalog,playstation__codes__500,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
542,ps4 pro 1tb gta mandos controller originale ottime condizioni,PlayStation,3,137.2,131.95,158.2,0.0,ps4 PRO y gta,https://www.vinted.it/items/8110733963-ps4-pro-y-gta?referrer=catalog,playstation__toks__ps4-pro,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
527,ps4 avec cable et un jeu manettes,PlayStation,3,158.2,158.2,168.7,0.0,Ps4 avec câble et un jeu,https://www.vinted.it/items/8098324693-ps4-avec-cable-et-un-jeu?referrer=catalog,playstation__toks__ps4-avec,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
5,retrogames no apple ii console videogiochi rari amiga playstation,Apple,2,1.0098,1.0098,1.0098,0.0,Retrogames Apple II console videogiochi rari no amiga no playstation retrogames,https://www.vinted.it/items/8107147784-retrogames-apple-ii-console-videogiochi-rari-no-amiga-no-playstation-retrogames?referrer=catalog,apple__toks__retrogames-apple,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
15,schalke 04 ps4 controller,FC Schalke 04,2,42.7,42.7,42.7,0.0,Schalke 04 PS4 Controller,https://www.vinted.it/items/8099179581-schalke-04-ps4-controller?referrer=catalog,fc schalke 04__codes__04,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
91,tarjeta playstation 50,No brand,2,42.7,42.7,42.7,0.0,Tarjeta PlayStation 50€,https://www.vinted.it/items/8107012640-tarjeta-playstation-50eu?referrer=catalog,no brand__codes__50,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
168,detroit become human ps4 precintado the last of us,No brand,2,42.7,42.7,42.7,0.0,Detroit Become Human & The Last of Us (PS4),https://www.vinted.it/items/8094053206-detroit-become-human-the-last-of-us-ps4?referrer=catalog,no brand__toks__detroit-become,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
178,doom eternal ps4 blister,No brand,2,42.7,42.7,42.7,0.0,Doom Eternal ps4 Blister,https://www.vinted.it/items/8098831912-doom-eternal-ps4-blister?referrer=catalog,no brand__toks__doom-eternal,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
185,ea sports fc sin usar,No brand,2,42.7,42.7,42.7,0.0,EA Sports fc sin usar,https://www.vinted.it/items/8099124629-ea-sports-fc-sin-usar?referrer=catalog,no brand__toks__ea-sports,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
220,hollow knight voidheart edition ps4,No brand,2,42.7,42.7,42.7,0.0,Hollow Knight Voidheart Edition PS4,https://www.vinted.it/items/8099735204-hollow-knight-voidheart-edition-ps4?referrer=catalog,no brand__toks__hollow-knight,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
373,sombras de guerra definitive edition ps4,No brand,2,42.7,42.7,42.7,0.0,Sombras de guerra definitive edition ps4,https://www.vinted.it/items/8099601969-sombras-de-guerra-definitive-edition-ps4?referrer=catalog,no brand__toks__sombras-de,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
387,super meat boy forever limited run games playstation ps4 pro,No brand,2,42.7,42.7,42.7,0.0,Super Meat Boy Forever (Limited Run Games) | Playstation 4 PS4 Pro Slim PS5 PS 5,https://www.vinted.it/items/8099410554-super-meat-boy-forever-limited-run-games-playstation-4-ps4-pro-slim-ps5-ps-5?referrer=catalog,no brand__toks__super-meat,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
483,headset gamingxtrust,PlayStation,2,42.7,42.7,42.7,0.0,Headset GamingXTrust,https://www.vinted.it/items/8107065590-headset-gamingxtrust?referrer=catalog,playstation__toks__headset-gamingxtrust,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
485,jeu playstation,PlayStation,2,42.7,42.7,42.7,0.0,Jeu PlayStation 4,https://www.vinted.it/items/8114491664-jeu-playstation-4?referrer=catalog,playstation__toks__jeu-playstation,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
283,mega man legacy collection ps4 precintado,No brand,2,45.275000000000006,42.7,47.85,0.0,🤖 Mega Man X Legacy Collection – PS4 (Precintado) 💥,https://www.vinted.it/items/8114192764-mega-man-x-legacy-collection-ps4-precintado?referrer=catalog,no brand__toks__mega-man,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
86,fifa 2026,No brand,2,45.325,42.7,47.95,0.0,FIFA 2026,https://www.vinted.it/items/8118283130-fifa-2026?referrer=catalog,no brand__codes__2026,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
61,motherboard msi h310m pro vd,MSI,2,47.95,47.95,47.95,0.0,Motherboard MSI H310m Pro-VD,https://www.vinted.it/items/8099042462-motherboard-msi-h310m-pro-vd?referrer=catalog,msi__toks__motherboard-msi,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
104,assault suit leynos ps4,No brand,2,47.95,47.95,47.95,0.0,Assault suit leynos ps4,https://www.vinted.it/items/8114228366-assault-suit-leynos-ps4?referrer=catalog,no brand__toks__assault-suit,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
138,capcom fighting collection ps4 neuf,No brand,2,47.95,47.95,47.95,0.0,Capcom Fighting Collection 2 PS4 Neuf,https://www.vinted.it/items/8098348872-capcom-fighting-collection-2-ps4-neuf?referrer=catalog,no brand__toks__capcom-fighting,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
179,doom neuf sous blister ps4,No brand,2,47.95,47.95,47.95,0.0,Doom neuf sous blister PS4,https://www.vinted.it/items/8098791277-doom-neuf-sous-blister-ps4?referrer=catalog,no brand__toks__doom-neuf,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
196,fist of the north star lost paradise ps4 promo,No brand,2,47.95,42.7,53.2,0.0,Fist of the North Star: Lost Paradise - PROMO - ps4,https://www.vinted.it/items/8093346612-fist-of-the-north-star-lost-paradise-promo-ps4?referrer=catalog,no brand__toks__fist-of,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
252,juegos ps4,No brand,2,47.95,42.7,53.2,0.0,Juegos PS4,https://www.vinted.it/items/8113041980-juegos-ps4?referrer=catalog,no brand__toks__juegos-ps4,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
364,set giochi ps4,No brand,2,47.95,42.7,53.2,0.0,Set giochi PS4,https://www.vinted.it/items/8117675391-set-giochi-ps4?referrer=catalog,no brand__toks__set-giochi,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
216,hdd batocera,No brand,2,49.0,49.0,49.0,0.0,HDD batocera,https://www.vinted.it/items/8114675493-hdd-batocera?referrer=catalog,no brand__toks__hdd-batocera,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
29,volante pedaliera ps4 hori nuovi per ps3,Hori,2,50.05,47.95,52.15,0.0,Volante e pedaliera Hori per PS4 e PS3,https://www.vinted.it/items/8107325494-volante-e-pedaliera-hori-per-ps4-e-ps3?referrer=catalog,hori__toks__volante-pedaliera,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
288,metal slug ps4 xx anthology,No brand,2,50.575,47.95,53.2,0.0,Metal Slug Anthology PS4,https://www.vinted.it/items/8093665934-metal-slug-anthology-ps4?referrer=catalog,no brand__toks__metal-slug,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
195,final vendetta edition limitee jeu ps4 super play station,No brand,2,51.625,51.1,52.15,0.0,Final Vendetta Édition Limitée - Jeu PS4,https://www.vinted.it/items/8111181806-final-vendetta-edition-limitee-jeu-ps4?referrer=catalog,no brand__toks__final-vendetta,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
21,manette pro fusion ps4,Fusion,2,52.99,52.99,52.99,0.0,Manette pro fusion (Ps4,https://www.vinted.it/items/8099135769-manette-pro-fusion-ps4-ps5-avec-palette-a-larriere?referrer=catalog,fusion__toks__manette-pro,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
200,ghost of tsushima ps4 director cut edition speciale collector,No brand,2,53.2,42.7,63.7,0.0,Ghost of Tsushima Director’s Cut -PS4,https://www.vinted.it/items/8122861009-ghost-of-tsushima-directors-cut-ps4?referrer=catalog,no brand__toks__ghost-of,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
558,volant de course,PlayStation,2,53.2,53.2,53.2,0.0,Volant de course,https://www.vinted.it/items/8107150868-volant-de-course?referrer=catalog,playstation__toks__volant-de,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
292,minecraft story mode avventura completa ps4 season,No brand,2,55.82,47.95,63.69,0.0,Minecraft Story Mode L’Avventura Completa Ps4,https://www.vinted.it/items/8120687175-minecraft-story-mode-lavventura-completa-ps4?referrer=catalog,no brand__toks__minecraft-story,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
417,utawarerumono master of truth deception,No brand,2,55.825,47.95,63.7,0.0,Utawarerumono: Master of Deception,https://www.vinted.it/items/8119617729-utawarerumono-master-of-deception?referrer=catalog,no brand__toks__utawarerumono-master,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
651,ps4 controller crash bendicot,Sony,2,55.825,42.7,68.95,0.0,Ps4 controller crash bendicot,https://www.vinted.it/items/8123160857-ps4-controller-crash-bendicot?referrer=catalog,sony__toks__ps4-controller,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
137,the candle power of flame neuf sous blister,No brand,2,58.45,58.45,58.45,0.0,Candle The Power of the flame Neuf sous blister,https://www.vinted.it/items/8098816119-candle-the-power-of-the-flame-neuf-sous-blister?referrer=catalog,no brand__toks__candle-the,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
374,source of madness ps4 neuf sous blister,No brand,2,58.45,58.45,58.45,0.0,💀 Source of Madness PS4 neuf sous blister,https://www.vinted.it/items/8114248901-source-of-madness-ps4-neuf-sous-blister?referrer=catalog,no brand__toks__source-of,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
208,god of war edition limited ps4 limitee,No brand,2,63.7,53.2,74.2,0.0,God of War Édition Limitée,https://www.vinted.it/items/8116322604-god-of-war-edition-limitee?referrer=catalog,no brand__toks__god-of,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
241,jeux ps4 les schtroumpfs,No brand,2,63.7,42.7,84.7,0.0,Jeux PS4 les Schtroumpfs 2,https://www.vinted.it/items/8115540170-jeux-ps4-les-schtroumpfs-2?referrer=catalog,no brand__toks__jeux-ps4,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
561,volant hori ps4 ps3 racing wheel apex,PlayStation,2,63.7,63.7,63.7,0.0,Volant Hori PS4/PS3 Racing Wheel Apex,https://www.vinted.it/items/8098242334-volant-hori-ps4ps3-racing-wheel-apex?referrer=catalog,playstation__toks__volant-hori,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
298,nuevo the binding of isaac repentance sony ps4,No brand,2,67.375,66.85,67.9,0.0,NUEVO The Binding of Isaac Repentance - Sony PS4,https://www.vinted.it/items/8123812544-nuevo-the-binding-of-isaac-repentance-sony-ps4?referrer=catalog,no brand__toks__nuevo-the,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
296,ninja gaiden master collection ps4 ps5,No brand,2,68.95,42.7,95.2,0.0,Ninja Gaiden Master Collection PS4,https://www.vinted.it/items/8119129864-ninja-gaiden-master-collection-ps4?referrer=catalog,no brand__toks__ninja-gaiden,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
64,manette nacon revolution unlimited pro ps4 pc,NACON,2,74.2,74.2,74.2,0.0,Manette Nacon Revolution Unlimited Pro – PS4/PC,https://www.vinted.it/items/8098019591-manette-nacon-revolution-unlimited-pro-ps4pc?referrer=catalog,nacon__toks__manette-nacon,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
99,alex kidd in miracle world dx ps4 signature edition,No brand,2,74.2,74.2,74.2,0.0,Alex Kidd in Miracle World DX PS4 Signature Édition,https://www.vinted.it/items/8098619151-alex-kidd-in-miracle-world-dx-ps4-signature-edition?referrer=catalog,no brand__toks__alex-kidd,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
153,cosmic star heroine ps4 neuf sous blister boitier casse version,No brand,2,74.2,74.2,74.2,0.0,Cosmic star héroïne ps4 neuf sous blister ( boîtier cassé ) version américaine limited run,https://www.vinted.it/items/8088759175-cosmic-star-heroine-ps4-neuf-sous-blister-boitier-casse-version-americaine-limited-run?referrer=catalog,no brand__toks__cosmic-star,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
681,thrustmaster t98 ferrari 296 gtb steering wheel ps5 ps4 pc,Thrustmaster,2,76.30000000000001,73.15,79.45,0.0,Thrustmaster T98-P Ferrari 296 GTB steering wheel (PS5/PS4/PC) - NEW,https://www.vinted.it/items/8105908579-thrustmaster-t98-p-ferrari-296-gtb-steering-wheel-ps5ps4pc-new?referrer=catalog,thrustmaster__codes__t98-296,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
201,giochi per playstation ps4,No brand,2,76.825,58.45,95.2,0.0,N.7 giochi per PlayStation 4,https://www.vinted.it/items/8099923708-n7-giochi-per-playstation-4?referrer=catalog,no brand__toks__giochi-per,sentence-transformers:paraphrase-multilingual-MiniLM-L12-v2,0.24
